station,valid,tmpf,drct,sped,alti,p01i,vsby
EWR,2025-03-14 14:51,50.00,50.00,5.75,30.18,0.00,10.00
EWR,2025-03-14 15:22,51.00,170.00,4.60,30.18,0.00,10.00
EWR,2025-03-14 15:51,51.00,M,3.45,30.18,0.00,10.00
EWR,2025-03-14 16:51,53.00,M,4.60,30.16,0.00,10.00
EWR,2025-03-14 17:51,53.00,150.00,12.65,30.15,0.00,10.00
EWR,2025-03-14 18:51,52.00,170.00,10.35,30.14,0.00,10.00
EWR,2025-03-14 19:51,52.00,170.00,12.65,30.14,0.00,10.00
EWR,2025-03-14 20:51,51.00,140.00,10.35,30.13,0.00,10.00
EWR,2025-03-14 21:51,51.00,150.00,8.05,30.13,0.00,10.00
EWR,2025-03-14 22:51,48.00,170.00,6.90,30.14,0.00,10.00
EWR,2025-03-14 23:51,47.00,130.00,6.90,30.14,0.00,10.00
EWR,2025-03-15 00:48,44.60,130.00,4.60,30.15,0.00,10.00
EWR,2025-03-15 00:51,44.00,130.00,8.05,30.15,0.00,10.00
EWR,2025-03-15 01:01,44.00,130.00,8.05,30.15,0.00,10.00
EWR,2025-03-15 01:51,43.00,140.00,5.75,30.15,0.00,9.00
EWR,2025-03-15 01:55,43.00,140.00,6.90,30.15,0.00,0.75
EWR,2025-03-15 02:25,42.00,130.00,5.75,30.15,T,0.75
EWR,2025-03-15 02:51,42.00,130.00,6.90,30.14,T,0.75
EWR,2025-03-15 03:51,42.00,160.00,9.20,30.15,T,0.75
EWR,2025-03-15 04:41,43.00,140.00,8.05,30.14,T,2.00
EWR,2025-03-15 04:51,43.00,130.00,6.90,30.13,T,2.00
EWR,2025-03-15 05:51,43.00,170.00,6.90,30.13,0.00,2.00
EWR,2025-03-15 06:51,42.00,170.00,5.75,30.12,0.00,2.00
EWR,2025-03-15 07:51,42.00,0.00,0.00,30.11,T,2.00
EWR,2025-03-15 08:51,42.00,130.00,6.90,30.12,T,1.00
EWR,2025-03-15 09:51,42.00,140.00,6.90,30.12,T,1.00
EWR,2025-03-15 10:51,42.00,160.00,4.60,30.14,T,1.00
EWR,2025-03-15 11:51,43.00,140.00,5.75,30.16,T,1.00
EWR,2025-03-15 12:02,43.00,160.00,8.05,30.16,T,3.00
EWR,2025-03-15 12:51,43.00,170.00,5.75,30.16,T,3.00
EWR,2025-03-15 13:47,42.80,160.00,6.90,30.15,T,3.00
EWR,2025-03-15 13:51,43.00,160.00,6.90,30.15,T,3.00
EWR,2025-03-15 14:17,43.00,160.00,6.90,30.16,T,3.00
EWR,2025-03-15 14:48,44.60,170.00,5.75,30.15,T,3.00
EWR,2025-03-15 14:51,44.00,170.00,8.05,30.15,T,3.00
EWR,2025-03-15 15:51,45.00,M,3.45,30.15,T,3.00
EWR,2025-03-15 16:00,44.00,180.00,5.75,30.16,0.00,3.00
EWR,2025-03-15 16:51,46.00,M,3.45,30.14,0.00,8.00
EWR,2025-03-15 17:51,47.00,140.00,5.75,30.13,0.00,8.00
EWR,2025-03-15 18:24,48.00,110.00,8.05,30.12,0.00,9.00
EWR,2025-03-15 18:51,46.00,110.00,8.05,30.11,0.00,9.00
EWR,2025-03-15 19:51,47.00,130.00,4.60,30.11,0.00,9.00
EWR,2025-03-15 20:51,48.00,110.00,9.20,30.08,0.00,10.00
EWR,2025-03-15 21:17,48.00,120.00,6.90,30.08,0.00,10.00
EWR,2025-03-15 21:36,48.00,110.00,5.75,30.08,0.00,10.00
EWR,2025-03-15 21:51,47.00,120.00,6.90,30.08,0.00,10.00
EWR,2025-03-15 22:51,46.00,130.00,9.20,30.08,0.00,3.00
EWR,2025-03-15 23:04,46.00,130.00,4.60,30.08,0.00,1.50
EWR,2025-03-15 23:51,46.00,130.00,6.90,30.07,0.00,1.50
EWR,2025-03-16 00:51,47.00,170.00,4.60,30.09,0.00,1.50
EWR,2025-03-16 01:51,46.00,110.00,6.90,30.07,0.00,1.50
EWR,2025-03-16 02:51,46.00,0.00,0.00,30.08,0.00,1.50
EWR,2025-03-16 03:51,46.00,100.00,4.60,30.07,0.00,1.50
EWR,2025-03-16 04:51,47.00,0.00,0.00,30.06,0.00,0.75
EWR,2025-03-16 05:51,47.00,100.00,3.45,30.04,0.00,0.50
EWR,2025-03-16 06:51,47.00,100.00,4.60,30.03,0.00,0.50
EWR,2025-03-16 07:40,48.00,0.00,0.00,30.02,0.00,0.50
EWR,2025-03-16 07:51,48.00,0.00,0.00,30.03,0.00,0.50
EWR,2025-03-16 08:09,48.00,0.00,0.00,30.02,0.00,0.25
EWR,2025-03-16 08:43,48.00,0.00,0.00,30.01,0.00,0.25
EWR,2025-03-16 08:51,48.00,0.00,0.00,30.01,0.00,0.25
EWR,2025-03-16 09:51,49.00,0.00,0.00,30.01,0.00,0.25
EWR,2025-03-16 10:51,48.00,80.00,4.60,30.00,0.00,0.25
EWR,2025-03-16 11:51,49.00,0.00,0.00,30.01,0.00,0.25
EWR,2025-03-16 12:43,53.00,120.00,3.45,30.01,0.00,1.50
EWR,2025-03-16 12:51,54.00,140.00,4.60,30.01,0.00,1.50
EWR,2025-03-16 13:29,56.00,150.00,5.75,30.00,0.00,1.50
EWR,2025-03-16 13:51,57.00,150.00,6.90,29.99,0.00,1.50
EWR,2025-03-16 14:05,58.00,150.00,6.90,29.99,0.00,6.00
EWR,2025-03-16 14:36,61.00,130.00,9.20,29.98,0.00,9.00
EWR,2025-03-16 14:51,60.00,140.00,10.35,29.98,0.00,10.00
EWR,2025-03-16 15:51,62.00,130.00,11.50,29.95,0.00,10.00
EWR,2025-03-16 16:51,66.00,180.00,14.95,29.95,0.00,10.00
EWR,2025-03-16 17:51,68.00,170.00,16.10,29.91,0.00,10.00
EWR,2025-03-16 18:51,68.00,150.00,9.20,29.88,0.00,10.00
EWR,2025-03-16 19:51,70.00,180.00,25.30,29.86,0.00,10.00
EWR,2025-03-16 20:51,66.00,130.00,17.25,29.80,0.00,10.00
EWR,2025-03-16 21:51,63.00,150.00,17.25,29.83,0.00,10.00
EWR,2025-03-16 22:51,62.00,140.00,8.05,29.83,T,10.00
EWR,2025-03-16 23:51,60.00,120.00,6.90,29.83,T,10.00
EWR,2025-03-17 00:51,66.00,180.00,17.25,29.82,0.00,10.00
EWR,2025-03-17 01:51,65.00,180.00,13.80,29.80,T,10.00
EWR,2025-03-17 02:51,66.00,200.00,19.55,29.79,T,10.00
EWR,2025-03-17 03:51,65.00,190.00,18.40,29.80,0.00,10.00
EWR,2025-03-17 04:51,64.00,180.00,14.95,29.76,T,10.00
EWR,2025-03-17 05:04,64.00,180.00,16.10,29.76,T,9.00
EWR,2025-03-17 05:27,59.00,300.00,11.50,29.78,0.05,4.00
EWR,2025-03-17 05:51,58.00,40.00,5.75,29.76,0.10,6.00
EWR,2025-03-17 05:58,58.00,90.00,5.75,29.77,0.04,4.00
EWR,2025-03-17 06:51,57.00,120.00,4.60,29.77,0.23,6.00
EWR,2025-03-17 07:51,57.00,0.00,0.00,29.76,0.13,4.00
EWR,2025-03-17 08:36,56.00,150.00,3.45,29.76,0.06,6.00
EWR,2025-03-17 08:51,56.00,240.00,4.60,29.78,0.07,6.00
EWR,2025-03-17 09:14,56.00,230.00,4.60,29.80,0.05,4.00
EWR,2025-03-17 09:51,56.00,0.00,0.00,29.79,0.14,3.00
EWR,2025-03-17 09:56,57.00,130.00,3.45,29.79,0.02,3.00
EWR,2025-03-17 10:51,56.00,100.00,4.60,29.74,0.08,3.00
EWR,2025-03-17 11:12,56.00,0.00,0.00,29.74,T,3.00
EWR,2025-03-17 11:51,57.00,260.00,5.75,29.77,T,3.00
EWR,2025-03-17 12:51,57.00,240.00,9.20,29.80,T,3.00
EWR,2025-03-17 13:51,58.00,240.00,6.90,29.81,T,3.00
EWR,2025-03-17 14:51,59.00,260.00,9.20,29.81,0.00,10.00
EWR,2025-03-17 15:20,59.00,290.00,5.75,29.81,0.00,10.00
EWR,2025-03-17 15:51,60.00,310.00,16.10,29.82,0.00,10.00
EWR,2025-03-17 16:51,58.00,320.00,13.80,29.82,0.00,10.00
EWR,2025-03-17 17:51,57.00,340.00,18.40,29.82,0.00,10.00
EWR,2025-03-17 18:51,54.00,350.00,20.70,29.82,0.00,10.00
EWR,2025-03-17 19:51,53.00,360.00,17.25,29.85,0.00,10.00
EWR,2025-03-17 20:51,53.00,320.00,19.55,29.85,0.00,10.00
EWR,2025-03-17 21:51,51.00,330.00,17.25,29.88,0.00,10.00
EWR,2025-03-17 22:51,49.00,330.00,21.85,29.91,0.00,10.00
EWR,2025-03-17 23:51,46.00,330.00,20.70,29.91,0.00,10.00
EWR,2025-03-18 00:51,44.00,310.00,18.40,29.94,0.00,10.00
EWR,2025-03-18 01:51,42.00,330.00,17.25,29.96,0.00,10.00
EWR,2025-03-18 02:51,41.00,320.00,14.95,29.98,0.00,10.00
EWR,2025-03-18 03:51,39.00,320.00,13.80,29.98,0.00,10.00
EWR,2025-03-18 04:51,38.00,320.00,18.40,29.99,0.00,10.00
EWR,2025-03-18 05:51,37.00,330.00,13.80,30.01,0.00,10.00
EWR,2025-03-18 06:51,37.00,340.00,12.65,30.00,0.00,10.00
EWR,2025-03-18 07:51,37.00,340.00,14.95,30.01,0.00,10.00
EWR,2025-03-18 08:51,36.00,340.00,17.25,30.02,0.00,10.00
EWR,2025-03-18 09:51,35.00,360.00,16.10,30.05,0.00,10.00
EWR,2025-03-18 10:51,36.00,340.00,14.95,30.07,0.00,10.00
EWR,2025-03-18 11:51,37.00,330.00,17.25,30.08,0.00,10.00
EWR,2025-03-18 12:51,40.00,340.00,17.25,30.10,0.00,10.00
EWR,2025-03-18 13:51,44.00,340.00,12.65,30.10,0.00,10.00
EWR,2025-03-18 14:51,47.00,340.00,11.50,30.11,0.00,10.00
EWR,2025-03-18 15:51,51.00,10.00,12.65,30.08,0.00,10.00
EWR,2025-03-18 16:51,56.00,10.00,13.80,30.07,0.00,10.00
EWR,2025-03-18 17:51,57.00,10.00,9.20,30.03,0.00,10.00
EWR,2025-03-18 18:48,60.80,80.00,4.60,30.01,0.00,10.00
EWR,2025-03-18 18:51,61.00,70.00,3.45,30.01,0.00,10.00
EWR,2025-03-18 19:51,61.00,340.00,6.90,30.00,0.00,10.00
EWR,2025-03-18 20:51,63.00,360.00,5.75,29.99,0.00,10.00
EWR,2025-03-18 21:51,63.00,290.00,9.20,30.00,0.00,10.00
EWR,2025-03-18 22:51,62.00,60.00,5.75,30.02,0.00,10.00
EWR,2025-03-18 23:51,60.00,90.00,3.45,30.03,0.00,10.00
EWR,2025-03-19 00:51,54.00,0.00,0.00,30.05,0.00,10.00
EWR,2025-03-19 01:51,52.00,0.00,0.00,30.05,0.00,10.00
EWR,2025-03-19 02:51,53.00,0.00,0.00,30.05,0.00,10.00
EWR,2025-03-19 03:51,53.00,270.00,3.45,30.05,0.00,10.00
EWR,2025-03-19 04:51,50.00,0.00,0.00,30.05,0.00,10.00
EWR,2025-03-19 05:51,48.00,0.00,0.00,30.06,0.00,10.00
EWR,2025-03-19 06:51,46.00,0.00,0.00,30.06,0.00,10.00
EWR,2025-03-19 07:51,45.00,0.00,0.00,30.06,0.00,10.00
EWR,2025-03-19 08:51,46.00,90.00,4.60,30.06,0.00,10.00
EWR,2025-03-19 09:51,46.00,0.00,0.00,30.08,0.00,10.00
EWR,2025-03-19 10:51,46.00,90.00,3.45,30.10,0.00,10.00
EWR,2025-03-19 11:51,46.00,M,3.45,30.11,0.00,10.00
EWR,2025-03-19 12:51,48.00,120.00,4.60,30.12,0.00,10.00
EWR,2025-03-19 13:51,52.00,M,3.45,30.13,0.00,10.00
EWR,2025-03-19 14:51,54.00,M,4.60,30.13,0.00,10.00
EWR,2025-03-19 15:51,56.00,M,4.60,30.11,0.00,10.00
EWR,2025-03-19 16:51,59.00,150.00,9.20,30.09,0.00,10.00
EWR,2025-03-19 17:51,59.00,160.00,8.05,30.06,0.00,10.00
EWR,2025-03-19 18:51,59.00,170.00,9.20,30.04,0.00,10.00
EWR,2025-03-19 19:51,61.00,130.00,6.90,30.03,0.00,10.00
EWR,2025-03-19 20:51,60.00,160.00,6.90,30.01,0.00,10.00
EWR,2025-03-19 21:51,55.00,140.00,8.05,30.00,0.00,10.00
EWR,2025-03-19 22:51,51.00,140.00,8.05,30.00,0.00,10.00
EWR,2025-03-19 23:51,49.00,130.00,6.90,30.00,0.00,10.00
EWR,2025-03-20 00:51,49.00,120.00,6.90,30.00,0.00,10.00
EWR,2025-03-20 01:51,48.00,130.00,6.90,30.00,0.00,10.00
EWR,2025-03-20 02:51,47.00,120.00,4.60,30.00,0.00,10.00
EWR,2025-03-20 03:33,47.00,130.00,6.90,30.00,0.00,10.00
EWR,2025-03-20 03:51,46.00,130.00,8.05,29.99,0.00,10.00
EWR,2025-03-20 04:10,46.00,140.00,8.05,29.99,0.00,10.00
EWR,2025-03-20 04:51,45.00,120.00,9.20,29.98,0.00,3.00
EWR,2025-03-20 05:14,43.00,130.00,6.90,29.98,0.00,0.50
EWR,2025-03-20 05:18,44.00,130.00,5.75,29.97,0.00,0.50
EWR,2025-03-20 05:51,43.00,120.00,8.05,29.96,0.00,0.50
EWR,2025-03-20 06:51,43.00,130.00,6.90,29.94,0.00,0.50
EWR,2025-03-20 07:51,43.00,120.00,6.90,29.93,0.00,0.50
EWR,2025-03-20 08:51,43.00,100.00,6.90,29.91,0.00,0.50
EWR,2025-03-20 09:51,44.00,110.00,4.60,29.91,T,0.50
EWR,2025-03-20 10:51,44.00,100.00,5.75,29.91,T,0.50
EWR,2025-03-20 11:51,44.00,110.00,4.60,29.91,T,0.50
EWR,2025-03-20 12:51,44.00,120.00,6.90,29.88,T,0.50
EWR,2025-03-20 13:51,46.00,130.00,9.20,29.87,T,0.50
EWR,2025-03-20 14:47,46.40,130.00,10.35,29.84,T,1.50
EWR,2025-03-20 14:51,46.00,130.00,6.90,29.84,T,1.50
EWR,2025-03-20 15:45,46.40,130.00,10.35,29.82,T,2.50
EWR,2025-03-20 15:51,47.00,110.00,9.20,29.81,T,2.50
EWR,2025-03-20 16:47,48.20,120.00,8.05,29.79,0.00,10.00
EWR,2025-03-20 16:51,48.00,130.00,9.20,29.79,0.00,10.00
EWR,2025-03-20 17:51,50.00,120.00,8.05,29.75,0.00,10.00
EWR,2025-03-20 18:51,49.00,100.00,12.65,29.70,0.00,10.00
EWR,2025-03-20 19:51,50.00,120.00,12.65,29.66,0.00,10.00
EWR,2025-03-20 20:51,49.00,120.00,10.35,29.62,0.00,5.00
EWR,2025-03-20 21:03,49.00,120.00,10.35,29.60,T,3.00
EWR,2025-03-20 21:36,49.00,110.00,10.35,29.58,T,0.75
EWR,2025-03-20 21:51,48.00,110.00,12.65,29.58,T,0.75
EWR,2025-03-20 22:13,48.00,110.00,11.50,29.57,T,0.25
EWR,2025-03-20 22:43,48.00,120.00,8.05,29.56,T,0.75
EWR,2025-03-20 22:51,48.00,110.00,6.90,29.56,T,0.75
EWR,2025-03-20 23:02,48.00,110.00,8.05,29.57,T,1.50
EWR,2025-03-20 23:51,48.00,110.00,10.35,29.53,T,0.50
EWR,2025-03-21 00:51,49.00,120.00,4.60,29.56,0.05,2.00
EWR,2025-03-21 00:55,49.00,110.00,4.60,29.56,0.02,2.00
EWR,2025-03-21 01:20,48.00,100.00,6.90,29.55,0.11,2.00
EWR,2025-03-21 01:46,48.20,70.00,4.60,29.55,0.22,2.00
EWR,2025-03-21 01:51,49.00,70.00,3.45,29.55,0.25,2.00
EWR,2025-03-21 02:51,50.00,0.00,0.00,29.56,0.32,3.00
EWR,2025-03-21 03:51,50.00,320.00,10.35,29.49,0.26,3.00
EWR,2025-03-21 04:20,50.00,300.00,9.20,29.52,0.02,5.00
EWR,2025-03-21 04:51,51.00,340.00,17.25,29.48,0.07,5.00
EWR,2025-03-21 05:38,49.00,320.00,12.65,29.48,0.02,8.00
EWR,2025-03-21 05:51,49.00,320.00,10.35,29.49,0.02,10.00
EWR,2025-03-21 06:51,49.00,320.00,16.10,29.46,0.00,10.00
EWR,2025-03-21 07:51,48.00,330.00,14.95,29.48,0.00,10.00
EWR,2025-03-21 08:51,45.00,310.00,17.25,29.52,0.00,10.00
EWR,2025-03-21 09:51,43.00,320.00,27.60,29.57,0.00,10.00
EWR,2025-03-21 10:51,41.00,330.00,18.40,29.62,0.00,10.00
EWR,2025-03-21 11:51,40.00,330.00,19.55,29.65,0.00,10.00
EWR,2025-03-21 12:51,40.00,310.00,18.40,29.67,0.00,10.00
EWR,2025-03-21 13:51,42.00,300.00,21.85,29.71,0.00,10.00
EWR,2025-03-21 14:51,44.00,320.00,23.00,29.71,0.00,10.00
EWR,2025-03-21 15:51,47.00,320.00,20.70,29.71,0.00,10.00
EWR,2025-03-21 16:51,49.00,320.00,25.30,29.71,0.00,10.00
EWR,2025-03-21 17:51,51.00,300.00,27.60,29.72,0.00,10.00
EWR,2025-03-21 18:51,52.00,290.00,25.30,29.71,0.00,10.00
EWR,2025-03-21 19:51,53.00,300.00,25.30,29.71,0.00,10.00
EWR,2025-03-21 20:51,53.00,300.00,27.60,29.73,0.00,10.00
EWR,2025-03-21 21:51,52.00,300.00,24.15,29.76,0.00,10.00
EWR,2025-03-21 22:51,50.00,310.00,12.65,29.80,0.00,10.00
EWR,2025-03-21 23:51,49.00,290.00,11.50,29.82,0.00,10.00
EWR,2025-03-22 00:51,48.00,300.00,11.50,29.85,0.00,10.00
EWR,2025-03-22 01:51,47.00,280.00,8.05,29.86,0.00,10.00
EWR,2025-03-22 02:51,46.00,300.00,5.75,29.87,0.00,10.00
EWR,2025-03-22 03:51,46.00,0.00,0.00,29.87,0.00,10.00
EWR,2025-03-22 04:51,42.00,230.00,4.60,29.87,0.00,10.00
EWR,2025-03-22 05:51,42.00,210.00,4.60,29.86,0.00,10.00
EWR,2025-03-22 06:51,41.00,0.00,0.00,29.86,0.00,10.00
EWR,2025-03-22 07:51,39.00,220.00,5.75,29.85,0.00,10.00
EWR,2025-03-22 08:51,40.00,0.00,0.00,29.83,0.00,10.00
EWR,2025-03-22 09:51,39.00,230.00,6.90,29.82,0.00,10.00
EWR,2025-03-22 10:51,38.00,230.00,4.60,29.81,0.00,10.00
EWR,2025-03-22 11:51,41.00,230.00,8.05,29.80,0.00,10.00
EWR,2025-03-22 12:51,45.00,230.00,9.20,29.80,0.00,10.00
EWR,2025-03-22 13:51,51.00,230.00,6.90,29.77,0.00,10.00
EWR,2025-03-22 14:51,56.00,190.00,8.05,29.74,0.00,10.00
EWR,2025-03-22 15:51,61.00,190.00,11.50,29.70,0.00,10.00
EWR,2025-03-22 16:51,63.00,220.00,16.10,29.66,0.00,10.00
EWR,2025-03-22 17:51,65.00,250.00,21.85,29.64,0.00,10.00
EWR,2025-03-22 18:51,61.00,270.00,20.70,29.64,0.00,10.00
EWR,2025-03-22 19:51,61.00,250.00,17.25,29.64,0.00,10.00
EWR,2025-03-22 20:51,61.00,270.00,27.60,29.64,0.00,10.00
EWR,2025-03-22 21:51,61.00,250.00,24.15,29.65,0.00,10.00
EWR,2025-03-22 22:51,60.00,250.00,26.45,29.67,0.00,10.00
EWR,2025-03-22 23:51,58.00,300.00,19.55,29.73,T,10.00
EWR,2025-03-23 00:51,51.00,310.00,19.55,29.79,T,10.00
EWR,2025-03-23 01:51,50.00,310.00,18.40,29.83,0.00,10.00
EWR,2025-03-23 02:51,47.00,300.00,21.85,29.86,0.00,10.00
EWR,2025-03-23 03:51,44.00,290.00,21.85,29.91,0.00,10.00
EWR,2025-03-23 04:51,41.00,330.00,25.30,29.93,0.00,10.00
EWR,2025-03-23 05:51,39.00,300.00,14.95,29.96,0.00,10.00
EWR,2025-03-23 06:51,37.00,300.00,12.65,29.97,0.00,10.00
EWR,2025-03-23 07:51,36.00,330.00,14.95,30.00,0.00,10.00
EWR,2025-03-23 08:51,34.00,320.00,14.95,30.02,0.00,10.00
EWR,2025-03-23 09:51,33.00,330.00,16.10,30.07,0.00,10.00
EWR,2025-03-23 10:51,32.00,320.00,16.10,30.10,0.00,10.00
EWR,2025-03-23 11:51,33.00,330.00,13.80,30.14,0.00,10.00
EWR,2025-03-23 12:51,35.00,290.00,12.65,30.14,0.00,10.00
EWR,2025-03-23 13:51,37.00,310.00,10.35,30.14,0.00,10.00
EWR,2025-03-23 14:51,39.00,280.00,16.10,30.18,0.00,10.00
EWR,2025-03-23 15:51,41.00,320.00,9.20,30.16,0.00,10.00
EWR,2025-03-23 16:51,44.00,280.00,11.50,30.17,0.00,10.00
EWR,2025-03-23 17:51,46.00,290.00,8.05,30.16,0.00,10.00
EWR,2025-03-23 17:55,47.00,310.00,12.65,30.16,0.00,10.00
EWR,2025-03-23 18:51,48.00,M,4.60,30.13,0.00,10.00
EWR,2025-03-23 19:51,49.00,0.00,0.00,30.11,0.00,10.00
EWR,2025-03-23 20:51,50.00,270.00,3.45,30.12,0.00,10.00
EWR,2025-03-23 21:51,49.00,170.00,6.90,30.13,0.00,10.00
EWR,2025-03-23 22:51,45.00,170.00,11.50,30.15,0.00,10.00
EWR,2025-03-23 23:51,44.00,170.00,11.50,30.15,0.00,10.00
EWR,2025-03-24 00:51,43.00,150.00,4.60,30.14,0.00,10.00
EWR,2025-03-24 01:51,42.00,190.00,6.90,30.14,0.00,10.00
EWR,2025-03-24 02:51,43.00,180.00,4.60,30.13,0.00,10.00
EWR,2025-03-24 03:51,42.00,190.00,9.20,30.13,0.00,10.00
EWR,2025-03-24 04:51,43.00,180.00,9.20,30.11,0.00,10.00
EWR,2025-03-24 05:51,43.00,180.00,8.05,30.12,0.00,10.00
EWR,2025-03-24 06:51,43.00,120.00,6.90,30.07,T,10.00
EWR,2025-03-24 07:51,42.00,150.00,10.35,30.04,0.02,10.00
EWR,2025-03-24 08:40,41.00,160.00,8.05,30.04,0.01,8.00
EWR,2025-03-24 08:51,41.00,140.00,9.20,30.03,0.01,8.00
EWR,2025-03-24 09:32,40.00,160.00,9.20,30.03,0.02,4.00
EWR,2025-03-24 09:51,40.00,150.00,14.95,30.01,0.04,5.00
EWR,2025-03-24 10:37,40.00,130.00,10.35,30.00,0.06,5.00
EWR,2025-03-24 10:51,40.00,140.00,10.35,29.99,0.06,10.00
EWR,2025-03-24 11:51,41.00,130.00,9.20,29.96,T,10.00
EWR,2025-03-24 12:17,42.00,140.00,13.80,29.94,T,7.00
EWR,2025-03-24 12:51,42.00,M,5.75,29.93,T,10.00
EWR,2025-03-24 13:51,43.00,130.00,8.05,29.89,0.02,7.00
EWR,2025-03-24 14:51,44.00,120.00,5.75,29.87,0.04,4.00
EWR,2025-03-24 15:51,46.00,80.00,4.60,29.81,0.03,5.00
EWR,2025-03-24 16:51,47.00,0.00,0.00,29.78,0.02,4.00
EWR,2025-03-24 17:51,48.00,20.00,5.75,29.73,0.05,3.00
EWR,2025-03-24 18:16,48.00,60.00,3.45,29.72,0.04,2.50
EWR,2025-03-24 18:35,48.00,0.00,0.00,29.72,0.05,3.00
EWR,2025-03-24 18:51,49.00,290.00,5.75,29.73,0.06,4.00
EWR,2025-03-24 19:51,49.00,270.00,5.75,29.74,0.07,3.00
EWR,2025-03-24 20:37,49.00,0.00,0.00,29.70,0.05,6.00
EWR,2025-03-24 20:51,49.00,0.00,0.00,29.69,0.05,5.00
EWR,2025-03-24 21:27,50.00,250.00,6.90,29.70,0.00,7.00
EWR,2025-03-24 21:51,51.00,270.00,8.05,29.71,0.00,8.00
EWR,2025-03-24 22:40,51.00,260.00,10.35,29.72,0.00,10.00
EWR,2025-03-24 22:51,51.00,260.00,11.50,29.72,0.00,10.00
EWR,2025-03-24 23:42,50.00,230.00,8.05,29.73,0.00,10.00
EWR,2025-03-24 23:51,49.00,220.00,8.05,29.74,0.00,10.00
EWR,2025-03-25 00:51,48.00,240.00,8.05,29.76,0.00,10.00
EWR,2025-03-25 01:42,49.00,250.00,9.20,29.78,0.00,8.00
EWR,2025-03-25 01:51,49.00,250.00,10.35,29.78,0.00,7.00
EWR,2025-03-25 02:20,49.00,240.00,9.20,29.78,0.00,4.00
EWR,2025-03-25 02:29,48.00,250.00,8.05,29.79,0.00,0.50
EWR,2025-03-25 02:51,48.00,220.00,8.05,29.78,0.00,0.50
EWR,2025-03-25 03:30,47.00,200.00,4.60,29.78,0.00,0.50
EWR,2025-03-25 03:51,47.00,190.00,6.90,29.79,0.00,0.50
EWR,2025-03-25 04:24,48.00,230.00,9.20,29.80,0.00,3.00
EWR,2025-03-25 04:51,49.00,230.00,8.05,29.80,0.00,3.00
EWR,2025-03-25 05:51,48.00,240.00,9.20,29.82,0.00,3.00
EWR,2025-03-25 06:51,48.00,280.00,9.20,29.83,0.00,10.00
EWR,2025-03-25 07:51,48.00,290.00,12.65,29.83,0.00,10.00
EWR,2025-03-25 08:51,48.00,300.00,5.75,29.84,0.00,10.00
EWR,2025-03-25 09:51,47.00,260.00,6.90,29.85,0.00,10.00
EWR,2025-03-25 10:51,47.00,260.00,9.20,29.88,0.00,10.00
EWR,2025-03-25 11:51,48.00,250.00,11.50,29.90,0.00,10.00
EWR,2025-03-25 12:51,50.00,250.00,11.50,29.90,0.00,10.00
EWR,2025-03-25 13:51,51.00,280.00,19.55,29.91,0.00,10.00
EWR,2025-03-25 14:51,53.00,250.00,17.25,29.90,0.00,10.00
EWR,2025-03-25 15:51,55.00,260.00,24.15,29.88,0.00,10.00
EWR,2025-03-25 16:51,58.00,250.00,24.15,29.87,0.00,10.00
EWR,2025-03-25 17:51,57.00,250.00,17.25,29.86,0.00,10.00
EWR,2025-03-25 18:51,59.00,260.00,23.00,29.83,0.00,10.00
EWR,2025-03-25 19:51,59.00,260.00,16.10,29.83,0.00,10.00
EWR,2025-03-25 20:51,60.00,240.00,12.65,29.83,0.00,10.00
EWR,2025-03-25 21:51,59.00,260.00,19.55,29.85,0.00,10.00
EWR,2025-03-25 22:51,58.00,270.00,14.95,29.87,0.00,10.00
EWR,2025-03-25 23:51,57.00,250.00,10.35,29.90,0.00,10.00
EWR,2025-03-26 00:51,56.00,280.00,6.90,29.93,0.00,10.00
EWR,2025-03-26 01:51,54.00,240.00,5.75,29.94,0.00,10.00
EWR,2025-03-26 02:51,54.00,260.00,6.90,29.94,0.00,10.00
EWR,2025-03-26 03:51,55.00,270.00,13.80,29.95,0.00,10.00
EWR,2025-03-26 04:51,53.00,270.00,8.05,29.97,0.00,10.00
EWR,2025-03-26 05:51,50.00,10.00,11.50,29.96,0.00,10.00
EWR,2025-03-26 06:51,45.00,360.00,19.55,29.98,0.00,10.00
EWR,2025-03-26 07:51,43.00,10.00,14.95,29.98,0.00,10.00
EWR,2025-03-26 08:51,42.00,360.00,11.50,29.98,0.00,10.00
EWR,2025-03-26 09:51,42.00,360.00,13.80,29.99,0.00,10.00
EWR,2025-03-26 10:51,41.00,20.00,9.20,30.01,0.00,10.00
EWR,2025-03-26 11:51,42.00,20.00,6.90,30.01,0.00,10.00
EWR,2025-03-26 12:51,44.00,360.00,8.05,30.02,0.00,10.00
EWR,2025-03-26 13:51,47.00,350.00,8.05,30.03,0.00,10.00
EWR,2025-03-26 14:51,49.00,280.00,10.35,30.03,0.00,10.00
EWR,2025-03-26 15:51,48.00,M,4.60,30.02,0.00,10.00
EWR,2025-03-26 16:51,52.00,210.00,6.90,30.00,0.00,10.00
EWR,2025-03-26 17:51,47.00,310.00,12.65,30.00,T,10.00
EWR,2025-03-26 18:51,49.00,220.00,8.05,29.98,T,10.00
EWR,2025-03-26 19:51,51.00,250.00,16.10,29.98,0.00,10.00
EWR,2025-03-26 20:51,49.00,320.00,20.70,30.00,0.00,10.00
EWR,2025-03-26 21:51,49.00,260.00,18.40,30.02,0.00,10.00
EWR,2025-03-26 22:51,46.00,270.00,17.25,30.05,0.00,10.00
